Pathway	SRR18584972	SRR18584974	SRR18584975	SRR18584976	SRR18584977	SRR18584978	SRR18584979	SRR18584980	SRR18584981	SRR18584982	SRR18584983	SRR18585056	SRR18585057	SRR18585058	SRR18585059	SRR18585061	SRR18585062	SRR18585063	SRR18585064	SRR18585065	SRR18585076	SRR18585077	SRR18585078	SRR18585079	SRR18585104	SRR18585105	SRR18585106	SRR18585107	SRR18585109	SRR18585110	SRR18585111	SRR18585112	SRR18585113	SRR18585114	SRR18585115	SRR18585128	SRR18585129	SRR18585131	SRR18585132	SRR18585133	SRR18585134	SRR18585135	SRR18585136	SRR18585137	SRR18585138	SRR18585139	SRR18585140	SRR18585142	SRR18585143	SRR18585144	SRR18585177	SRR18585178	SRR18585179	SRR18585180	SRR18585181	SRR18585182	SRR18585183	SRR18585184	SRR18585212	SRR18585213	SRR18585214	SRR18585215	SRR18585216	SRR18585218	SRR18585219	SRR18585220	SRR18585221	SRR18585222	SRR18585223	SRR18585254	SRR18585256	SRR18585257	SRR18585258	SRR18585259	SRR18585260	SRR18585261	SRR18585272	SRR18585273
GALACTITOLCAT-PWY: galactitol degradation	13.4881	19.1449	17.0432	5.23266	0	0	24.808	27.7274	18.8261	2.07736	10.6601	0	0	0	0	3.73174	0	0	0	3.59991	0	0	6.86442	0	0.4281	0	0	0	3.82557	240.436	0	0	0	0	0	11.6731	0	138.757	2.04111	0	4.59982	0	0	0.871455	7.26076	0	0	8.445	0	24.9352	1.05106	11.7487	18.0439	11.9029	24.9413	15.3202	7.22814	6.28353	0	0	1.37666	0	17.1357	0	92.187	0	0	0	0	0	0	0	0	0	0	0	14.8778	14.3026
GALACTUROCAT-PWY: D-galacturonate degradation I	65.7455	55.3661	84.1466	89.9249	21.6135	16.0919	56.5388	18.7893	0	14.3574	7.99972	86.5726	5.48433	9.21218	28.1669	12.7552	6.98609	0	33.7327	18.5128	0	0	194.037	149.824	93.5193	2.78308	3.3671	11.4605	8.6781	111.816	5.98297	0	25.5248	41.3281	50.7014	38.2701	19.0821	95.5757	93.2557	51.2507	21.5209	0	3.16133	15.7285	19.9772	98.4069	58.4234	45.048	17.3863	64.2748	18.9209	2.39965	14.5153	8.84872	2.85909	2.02355	5.71906	29.606	0	0	154.581	137.994	59.0305	29.2325	141.517	18.549	15.5899	0	0	37.6867	57.894	30.0168	46.0318	52.4747	84.3061	54.4377	70.5866	56.4318
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation"	214.304	211.677	207.512	128.895	155.132	217.795	290.99	80.8996	72.8147	134.468	55.5913	273.919	114.927	88.8163	211.602	119.895	280.828	0	137.702	196.041	174.241	221.045	237.633	154.819	154.651	295.106	214.78	63.9289	74.3548	308.991	82.8496	5.28753	10.9281	102.165	136.303	115.202	70.5019	223.455	214.141	105.681	75.7958	102.474	195.892	29.3316	76.2146	196.861	152.531	93.4818	84.4374	248.603	109.168	40.9057	25.4814	48.0495	92.212	48.4129	39.115	84.3593	242.24	376.024	322.993	271.948	194.358	150.981	207.054	59.5788	68.4761	65.3081	112.801	39.6042	106.809	110.191	139.013	99.0018	142.816	73.0674	182.161	192.854
GLUCARDEG-PWY: D-glucarate degradation I	4.5936	2.8628	1.63093	8.53684	0	0	0.503163	0	0	3.86897	0	0	12.9039	3.69705	0	5.55721	1.8846	0	0	0	0	0	4.07989	12.5182	1.19215	0	0	0	2.51944	261.482	0	0	5.52874	59.1156	47.2252	0	0	144.881	11.0933	0	0	52.2935	6.23163	0	0	6.88272	0	0	0	0	1.96715	0	0	0	0	0	0	8.74592	0	0	0	6.74411	0	0	163.209	0	0	0	0	0	0	0.828258	0	0	0	0	6.6019	3.61687
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	5.04944	3.13545	1.7523	12.9627	0	0	0.504908	0	0	4.22544	0	0	30.0745	14.8738	0	7.34491	2.06713	0	0	0	0	0	4.40393	28.1256	1.28027	0	0	0	2.72968	367.955	0	0	6.66212	69.4608	50.625	0	0	240.095	22.1816	0	0	60.8729	24.9938	0	0	14.0776	0	0	0	0	2.24057	0	0	0	0	0	0	9.70025	0	0	0	8.62068	0	0	213.289	0	1.90985	0	0	0	0	0.894463	0	0	0	0	8.54281	4.03621
GLUCONEO-PWY: gluconeogenesis I	186.079	179.688	113.186	144.59	374.81	370.279	207.823	135.494	124.894	196.139	122.27	175.246	111.161	53.7077	23.1613	45.4828	336.084	0	268.254	203.961	315.67	343.689	173.574	79.9582	121.868	335.286	355.118	80.265	80.9916	323.459	74.5838	46.1894	29.676	216.176	170.339	105.081	117.717	273.069	196.661	169.559	264.424	223.667	238.093	78.8545	183.703	122.273	116.17	233.688	189.359	105.537	266.794	79.4003	67.1088	58.3169	117.517	142.077	138.128	87.8034	258.426	293.215	138.155	108.684	193.025	41.3699	220.974	59.8134	50.2384	239.555	0	8.77908	138.932	189.376	163.653	54.8821	60.1171	67.6991	151.739	156.972
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	297.24	296.693	0	161.809	0	377.493	0	0	0	0	0	0	0	0	0	102.627	101.912	0	0	427.543	372.762	499.049	0	140.207	289.692	371.892	389.931	0	53.171	412.286	0	0	25.4259	451.88	347.628	0	0	481.196	0	0	0	0	199.981	397.128	0	0	0	464.829	0	0	0	0	0	0	0	0	0	153.889	344.07	338.261	456.262	274.358	0	0	147.628	0	0	599.121	0	0	0	308.35	352.138	352.135	0	256.57	0	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	144.333	140.042	189.125	148.107	22.467	17.7347	63.6145	16.5382	3.76981	16.1867	5.39662	85.2599	40.8726	11.1708	14.9484	9.22165	10.8484	0	29.7694	21.5574	16.6282	0	157.095	160.075	93.7274	8.18353	7.61768	12.2751	7.0321	126.032	5.17276	0	10.3323	21.6039	14.1818	4.91441	19.5514	102.686	106.646	16.2916	20.2294	0	27.6039	21.2372	18.4754	109.92	59.766	9.90669	18.4685	90.4827	18.8765	4.87682	14.2131	5.8337	3.19941	2.24905	6.46315	23.81	0	0	172.438	188.356	66.6763	10.8171	150.188	7.5826	12.0994	0	0	41.2396	79.5397	48.1868	70.1378	93.0774	92.7906	58.4779	139.083	143.81
GLUDEG-I-PWY: GABA shunt	4.25793	9.24047	3.5767	9.96034	0	0	5.11831	0	0	4.65982	0	0	0	0	0	0	5.1461	0	10.5294	4.44082	0	0	5.56865	1.99415	3.99413	0	0	0	16.9468	74.0817	0	0	1.05294	0	11.7641	0	0	0	3.77681	0	0	0	0	2.67978	0	2.12389	3.57329	1.46334	0	0	8.18451	1.05508	0	0	0	1.13271	3.95864	0	0	0	5.38765	5.69021	0	0	134.911	0	0	0	0	0.605451	3.69057	4.03075	0	7.47128	4.24067	3.753	5.56828	2.66782
GLUTORN-PWY: L-ornithine biosynthesis I	526.954	527.103	553.682	412.555	147.319	151.33	594.504	449.156	627.995	337.067	542.839	540.459	124.394	66.7237	296.723	139.847	181.519	1079.28	611.098	505.617	128.601	184.584	624.335	337.872	556.123	168.936	301.457	633.858	135.596	320.441	613.205	209.631	82.5948	387.669	496.879	632.332	527.759	511.839	404.269	641.058	643.321	344.364	194.859	713.322	563.636	315.382	262.589	522.046	461.686	435.674	368.505	388.723	421.715	371.041	597.345	488.274	301.43	407.901	175.739	109.492	715.99	543.411	610.247	595.897	304.117	150.545	111.099	0	530.219	184.581	416.687	446.512	523.682	422.744	477.83	380.039	463.615	535.75
GLYCOCAT-PWY: glycogen degradation I	80.8279	85.0088	76.0316	92.2643	82.0409	146.647	6.89699	19.7012	13.6826	11.2404	12.3235	15.0339	3.14047	18.9008	0	3.23927	2.0811	0	6.78081	2.41072	35.7707	39.2177	67.5638	180.513	18.2507	71.3831	41.7292	0	11.5545	127.563	26.2014	159.456	0	54.4841	93.8836	95.3267	33.8348	73.0393	286.363	46.8218	69.2812	56.8188	16.4092	87.2308	59.0135	155.589	58.7365	93.0097	35.7861	67.8358	74.8524	19.9165	29.2413	6.70162	23.4287	7.97495	7.54161	13.9332	108.722	127.68	4.47405	21.1906	0	0	96.9969	6.81579	16.7035	0	0	4.0916	11.2846	26.2251	4.86633	23.0598	17.2555	3.56518	129.34	83.7568
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	741.193	796.212	794.783	539.405	399.1	391.764	1228.77	537.858	644.141	428.038	598.226	819.826	291.506	186.617	562.869	380.028	437.837	1238.28	952.485	973.89	406.531	363.955	888.476	487.164	717.01	385.775	389.762	1174.92	161.315	341.537	567.094	881.606	89.5672	531.839	599.78	1154.13	682.298	617.405	502.293	831.597	699.11	626.61	372.153	370.616	677.937	469.812	407.589	1118.06	625.394	668.121	463.571	476.62	421.471	411.768	763.134	466.605	335.771	509.833	378.597	387.946	1078.92	841.614	968.478	1231.19	305.619	312.858	161.862	677.452	829.441	270.774	535.259	625.167	851.122	474.833	583.913	379.739	630.742	775.274
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	0.234649	1.3784	0.119817	1.60464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80671	0	0	8.37478	48.8821	0	0	5.47783	0	0	0	0	32.0128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.9956	0	0	0	0	0	0	0.578802	0	0.596401	0	1.03551	0	0
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	97.7131	110.763	77.7508	100.148	132.431	123.129	67.7648	0	0	15.958	24.3172	47.9846	92.0529	47.675	17.6022	28.6917	69.0697	0	40.8351	28.2965	247.93	52.598	71.4773	62.43	22.6375	221.34	329.303	22.3471	98.6827	318.145	7.72444	0	22.8033	118.655	111.063	32.9258	54.0252	212.379	147.482	44.9092	23.6178	81.733	178.535	45.5313	4.85696	95.8308	89.5607	21.3832	70.4054	65.4389	25.9011	0	0	0	0	3.59952	14.9709	53.2013	193.687	239.447	24.9136	70.9938	95.8772	25.0694	224.58	22.2131	26.8071	0	0	1.8621	16.7718	34.1026	59.754	16.1623	20.9186	11.1489	102.585	97.2524
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.4073	31.7349	0	0	38.9675	0	0	0	37.0073	31.9369	0	0	41.6166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6834	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	164.262	149.379	171.798	169.207	423.901	436.746	258.761	289.887	463.441	198.178	339.506	147.139	203.564	114.857	89.3524	34.9611	386.342	0	271.944	188.079	442.484	465.516	142.515	292.235	206.701	440.49	493.476	91.6886	216.139	448.043	484.112	65.5748	48.3675	228.571	225.645	123.41	205.965	338.964	483.088	227.894	356.224	273.016	236.487	382.295	476.157	295.87	177.072	290.097	201.923	113.667	303.594	232.701	167.455	201.355	325.914	280.718	167.834	151.613	387.162	436.951	117.23	111.272	221.151	28.7534	300.635	49.178	192.4	223.864	275.848	66.2568	176.646	203.042	282.871	126.599	158.201	108.308	185.934	158.102
GLYOXYLATE-BYPASS: glyoxylate cycle	0	2.48122	1.75296	9.16029	0	0	0	0	0	0	0	0	0	0	0	11.0412	0	0	0	0	0	0	1.19504	0	0	14.3921	51.0226	0	11.0931	397.844	0	0	10.4382	99.1003	51.6429	0	0	143.92	0	0	0	0	0	0	3.07213	0	3.27449	0	5.1076	0	0	0	0	0	0	0	0	5.29401	40.4002	0	0	0	0	0	185.608	0	0	0	0	0	0.976273	0.768971	0	0.85951	1.66009	1.42502	0	0
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol"	39.6491	42.3318	25.4535	13.1874	64.3751	43.258	78.04	65.4899	60.483	17.1702	64.3932	64.6631	28.097	20.4587	30.7479	18.6701	9.80288	0	74.6386	93.4081	63.7789	46.9104	55.8526	13.8172	21.4617	40.836	37.1835	153.051	8.92331	2.85837	18.8791	0	3.33532	68.4177	86.4569	201.009	58.101	106.798	31.4383	90.6822	104.829	133.431	27.7773	38.269	83.6852	16.4262	32.549	123.464	65.7504	67.9756	33.8823	53.031	54.6615	49.1701	125.246	58.2896	29.0439	34.3523	117.961	79.0224	49.5749	15.6413	88.5071	471.921	2.07032	5.4178	9.98309	0	89.2956	2.48057	22.7825	42.3197	37.6343	17.4948	21.8624	5.31148	28.1008	36.9071
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	0	0	0	1.01472	0	0	0	0	0	0	0	0	0	0	0	1.12965	0	0	0	0	0	0	0	0	0	0	0	0	1.69716	244.25	0	0	0	14.605	15.7191	0	0	0.982667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.912	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)	0.508112	0	0	1.18521	27.4889	27.5627	0	0	0	0	0	0	0	0	0	2.88758	126.597	0	0	0	37.1029	47.3782	0.535327	0	0	129.28	274.395	0	2.33361	248.796	0	0	2.7081	65.1074	30.7307	0	0	122.932	0	0	0	0	28.8292	0	0	0.605541	0	1.40247	0	0	0	0	0	0	0	0	0	0	151.919	85.1363	0	0	0	0	110.121	0	0	25.3142	0	0	0	0	2.72967	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	8.07573	9.93209	7.05463	16.2698	415.337	405.988	0	1.87055	0	8.34382	0	8.75032	7.69491	1.27961	0	1.26668	30.4967	0	0	0	259.142	402.763	0	3.15102	1.84761	378.301	329.961	5.0135	2.86913	248.796	0	0	5.01398	65.1074	24.0666	0	26.7987	122.932	16.5814	0	12.1118	0	19.6731	7.12815	0	11.8415	35.1703	7.31265	57.9793	0	15.0964	1.02973	0	0	0	3.00869	12.1771	0	203.989	198.017	3.71244	4.29717	0	0	110.121	0	0	0	0	0	2.47937	3.09195	1.71886	1.35894	0	0	6.08102	7.2124
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	10.7241	12.6227	12.6426	24.1105	415.885	409.615	2.36149	10.2164	10.6935	17.019	15.8726	17.1641	18.1426	1.30327	3.53497	7.62378	139.59	0	20.9794	14.7482	285.576	427.891	33.6138	5.54864	5.99098	406.96	487.068	5.85979	3.3111	292.389	0	3.68749	3.1456	71.4659	47.7054	15.1959	59.2459	131.734	32.2664	50.0191	12.6396	53.152	47.8684	12.584	19.746	24.6228	51.3517	36.5265	83.9284	8.72213	15.1916	9.18071	6.69103	10.2831	15.2151	18.7219	42.7877	12.5201	214.939	261.724	13.936	12.9729	17.3646	2.87442	110.757	0	0	69.586	0	1.02086	5.72641	4.58267	8.35039	2.58387	0	0	7.33682	8.89003
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	34.7907	47.5365	38.7247	15.1374	0	0	52.7555	0	0	5.93166	20.7979	0	0	0	0	10.1724	0	0	0	10.4341	0	0	20.9478	0	1.47527	0	0	0	11.5956	292.601	0	0	0	0	0	27.6083	0	224.054	6.922	0	12.8264	0	0	2.98446	4.9989	0	0	18.0368	0	50.2168	3.43624	0	0	0	0	3.84358	15.3575	17.5866	0	0	4.39946	0	47.0975	0	173.006	0	0	0	0	0	0	0	0	0	0	0	36.7055	36.2173
HISDEG-PWY: L-histidine degradation I	110.657	116.601	87.4125	229.178	95.463	95.4435	35.0462	2.90756	3.5825	131.33	3.07562	143.031	472.018	552.7	621.244	519.442	404.24	0	20.3861	90.1394	160.676	109.082	48.305	225.042	54.8689	57.4919	48.8809	8.96697	407.126	0	3.81535	5.41782	224.067	50.8892	44.9884	1.00832	0	0.977262	434.509	4.80765	6.64476	68.3981	278.989	6.276	1.95769	264.608	226.295	15.732	4.12942	118.808	199.091	5.82124	2.79894	3.53277	2.76387	18.7509	31.0132	199.714	99.0563	76.3624	31.6093	123.296	13.626	57.7461	189.52	430.146	514.569	104.022	0	114.142	72.6416	66.4663	15.8916	84.6877	48.3741	58.2494	159.022	105.282
HISTSYN-PWY: L-histidine biosynthesis	584.06	587.151	565.366	517.265	221.824	267.357	504.154	447.527	621.489	447.332	511.705	491.871	501.825	551.512	640.822	558.613	418.994	830.577	464.278	447.886	172.752	228.488	529.227	458.233	513.797	189.735	323.295	441.597	467.076	209.581	540.624	704.576	365.752	321.665	455.268	399.784	472.23	361.297	602.166	443.543	616.007	386.695	401.9	577.633	461.604	433.742	355.157	431.289	545.674	496.147	455.823	392.279	404.29	341.848	548.93	495.59	321.836	419.675	199.348	130.172	612.128	503.009	565.969	362.487	255.199	539.153	529.985	171.994	405.315	521.813	425.739	411.07	472.03	450.799	492.264	464.448	522.705	565.93
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	3.34299	9.51356	0	3.78541	99.6103	177.515	2.11897	0	0	0	2.22546	0	0	0	0	6.76168	0	0	0	0	99.0865	70.2719	2.05805	2.31363	2.0142	195.091	254.558	0	6.43878	275.962	3.12579	7.02516	0	77.4833	67.763	4.06862	0	225.634	1.2039	0	0	0	0	5.20161	11.1476	0	2.0822	22.9163	4.82244	0	0	3.56152	3.4731	0	8.56229	4.61524	9.31707	1.7293	214.076	207.48	3.30592	5.91407	0	0	216.836	0	0	0	0	0	0	3.48778	1.16115	1.39976	0.746366	1.37093	2.09163	0
HSERMETANA-PWY: L-methionine biosynthesis III	262.618	299.101	264.781	203.981	428.384	458.599	681.094	302.219	416.293	235.648	314.899	382.583	172.945	127.965	198.887	158.639	479.215	260.802	491.018	453.504	419.313	358.577	363.685	165.638	308.627	328.848	285.224	432.78	288.336	54.4195	527.709	1159.24	105.215	348.443	320.708	551.603	374.247	340.685	263.787	468.335	508.184	315.2	252.158	713.031	534.056	185.358	172.166	394.336	360.496	277.676	280.297	259.035	278.595	224.027	397.405	319.643	160.546	314.393	270.661	353.066	345.039	224.075	420.567	786.831	220.426	83.4287	84.1399	135.999	483.305	99.8542	265.12	317.06	349.608	285.159	281.229	167.294	249.572	263.314
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	576.287	583.063	521.952	499.547	628.228	653.34	832.948	555.842	700.595	482.176	627.341	585.003	338.416	250.275	394.08	266.579	485.656	0	732.882	689.014	581.657	638.916	571.836	421.09	587.396	608.006	595.996	718.123	356.928	539.201	789.145	194.145	254.733	483.269	503.324	763.909	593.832	682.151	609.88	628.856	851.317	520.056	460.884	1050.81	785.35	449.665	378.729	810.124	593.795	484.925	588.34	440.866	521.139	387.681	696.599	599.149	375.873	536.631	496.564	552.717	730.255	531.387	855.504	797.605	381.613	93.2694	184.258	124.138	682.053	784.205	512.934	520.448	567.08	584.469	596.637	627.988	538.858	548.588
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.925621	0	0	0	0	0	0	0	0	0	0	0	0	0	35.7867	0	0	0	0	0	0	0	38.3869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.1976	0	0	0	0	0	0	0	0	0	0	0	0	0
KETOGLUCONMET-PWY: ketogluconate metabolism	0	0	0	0.212431	0	0	0	0	0	0	2.16092	0	0	0	0	5.62309	48.7975	0	0	0	0	0	0	0	0	0	3.98641	0	7.97674	272.772	0	0	0	0	0	0	0	162.584	0	0	0	0	0	2.8901	0	3.39628	0	0	0	0	0	0	0	0	0	0	30.3336	0	0	0	0	0	0	0	217.895	0	0	0	0	0	0	0.694351	0	0	0	0	0	0
LACTOSECAT-PWY: lactose and galactose degradation I	165.196	179.838	129.608	73.4997	211.176	311.697	107.485	234.465	403.522	218.828	344.477	52.5448	10.625	16.9679	32.2882	20.5719	36.3318	0	184.282	98.2207	386.483	250.697	162.693	29.9616	55.9687	221.881	169.557	167.019	23.8035	7.24681	57.9568	13.2906	5.85882	186.212	266.148	375.4	194.567	279.679	158.171	303.151	343.1	194.152	66.5172	123.102	251.22	54.3518	55.4567	295.21	166.132	138.063	196.565	316.07	239.944	271.252	328.94	308.465	138.068	100.577	253.431	370.253	57.2947	29.8905	64.7297	165.414	9.32318	2.67246	17.2255	0	178.128	6.03078	37.14	91.315	123.214	43.4076	39.4062	16.1059	130.334	153.839
LIPASYN-PWY: phospholipases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95687	0	0	0	0	0	0	0	0	0	0	0	460.514	0	0	0	46.1506	31.4057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289.195	0	0	0	0	0	0	0	0	0	0
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	6.64437	18.6958	0	7.47897	159.731	246.949	4.22527	0	0	0	4.43587	0	0	0	0	13.1962	0	0	0	0	146.853	116.379	4.10196	4.59003	4.0139	274.094	314.207	0	12.6557	310.011	6.20608	13.5171	0	136.173	121.706	8.09072	0	327.579	2.40018	0	0	0	0	10.274	21.9084	0	4.1327	44.4629	9.56768	0	0	7.06686	6.90101	0	16.9059	9.16336	18.0996	3.44514	264.724	259.876	6.57606	11.6467	0	0	275.524	0	0	0	0	0	0	6.93821	2.31856	2.79093	1.49043	2.72971	4.16371	0
METH-ACETATE-PWY: methanogenesis from acetate	61.7299	86.9888	42.6811	36.1908	0	0	171.381	104.866	66.1723	59.7429	93.2412	152.78	12.4928	8.86617	70.8149	40.9375	58.9498	0	287.964	191.957	0	0	79.0035	23.4291	66.2769	0	0	402.157	15.3497	10.0541	34.4539	5.34359	6.43138	73.4838	108.429	264.477	153.953	85.4061	50.6697	173.851	210.964	69.3035	73.6302	28.1662	118.427	80.5537	67.734	188.372	142.244	124.965	88.5161	73.1503	82.4787	67.5339	138.437	46.315	38.6311	46.8922	0	0	136.82	79.996	109.009	39.5457	0	43.3343	10.4183	0	190.862	5.4533	46.4553	76.0629	92.1054	48.2569	53.215	16.6374	68.95	76.0795
METHGLYUT-PWY: superpathway of methylglyoxal degradation	8.59147	6.00581	0	10.7917	19.9551	23.412	2.5156	0	0	7.45011	0	0	0	0	0	0.844902	18.0801	0	6.17089	0	64.3568	30.4424	0	0	0	42.1928	42.509	0	0	28.9323	0	0	0	6.43568	12.6365	0	0	35.4024	0	0	0	0	0	0	0	0.955465	0	1.16733	0	0	9.36459	0	0	0	0	1.92899	12.4398	0	55.9501	52.2789	5.95261	0	0	0	58.6856	0	0	0	0	0	0	0	0	0	0	0	9.39532	5.38715
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis	5.82695	16.453	0	6.59125	156.182	257.109	3.69933	0	0	0	3.88476	0	0	0	0	11.7255	0	0	0	0	152.111	112.773	3.59261	4.03305	3.51589	274.251	340.071	0	11.1551	336.34	5.44931	12.2333	0	123.135	109.112	7.08928	0	309.402	2.1038	0	0	0	0	9.06148	19.2627	0	3.62996	39.121	8.38487	0	0	6.19747	6.04745	0	14.8437	8.03349	15.9956	3.01812	268.016	279.922	5.76206	10.2644	0	0	277.246	0	0	0	0	0	0	6.0769	2.02948	2.44471	1.30486	2.39391	3.65033	0
NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)	3.83572	3.21308	2.16273	2.20751	49.1048	43.8678	0	1.48654	4.60934	0	3.08791	0	0	0	0	0.634125	116.827	0	0	0	33.4706	51.4738	0	0	0	38.9843	32.8299	0	1.81842	56.7561	2.89344	0	3.22123	40.5234	16.675	0	0	18.7385	0	0	0	0	0	2.94545	0	0	0	17.1091	0	0	2.43335	5.50746	1.65265	3.86525	7.2441	0.366767	5.24397	4.81809	0	81.3677	1.59971	0	0	0	45.0134	0	0	0	0	0	0	0	0	0	0.858357	0	0	0
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)	45.67	66.8371	48.1546	80.6067	66.1742	51.6957	4.79677	0	0	2.76073	0	23.36	33.0155	0	0	12.4922	233.573	0	0	0	100.032	50.822	53.047	193.163	3.06322	238.734	361.244	0	11.0419	267.777	0	0	24.8328	50.2874	43.887	8.79577	87.6525	129.744	298.766	33.9652	8.2349	58.787	61.8312	14.8137	0	181.384	75.1337	5.98631	0	73.3293	3.84931	0	0	0	0	15.2514	59.1399	49.8299	209.463	162.002	0	7.8438	0	0	260.312	5.79281	8.19453	67.4634	0	0.991589	0	1.336	0	15.2126	5.68668	2.02251	100.396	57.5859
NONMEVIPP-PWY: methylerythritol phosphate pathway I	665.3	672.459	676.08	654.372	506.913	481.835	702.512	481.206	691.974	480.591	584.662	589.324	582.335	624.702	759.002	647.875	652.839	1165.26	697.81	621.556	402.6	498.312	585.705	475.658	591.352	546.738	545.111	674.872	489.238	237.105	332.585	45.9059	349.046	424.383	486.018	655.688	557.682	461.738	671.075	598.162	615.175	463.968	442.262	177.476	397.511	478.171	424.893	543.31	481.097	497.42	558.505	415.396	463.934	368.419	563	536.043	338.448	512.837	333.575	344.441	645.283	582.872	681.07	744.262	305.772	595.523	612.921	696.65	569.157	503.922	504.621	528.339	600.458	538.815	552.034	513.471	627.966	687.416
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	350.291	367.962	321.639	244.228	315.862	320.143	460.878	413.923	479.03	293.354	487.566	334.408	158.596	116.967	301.756	171.733	322.63	625.633	584.868	484.951	370.209	345.952	453.895	162.414	419.756	437.705	482.863	766.911	178.167	691.866	720.088	848.865	141.843	525.241	496.798	679.416	512.79	677.209	332.339	567.24	657.325	468.155	287.601	730.072	570.952	226.839	202.225	825.662	499.523	358.848	287.106	338.091	423.971	321.827	467.246	434.882	223.758	174.606	368.786	468.836	387.228	327.077	548.279	1026.38	421.224	196.522	63.8613	269.382	446.788	218.728	263.936	317.871	375.873	286.469	316.459	288.774	325.23	318.678
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	462.325	450.045	428.695	287.036	437.28	423.421	346.992	402.341	534.358	389.94	484.41	275.063	133.083	88.8985	183.924	130.227	375.937	17.3143	462.817	379.923	397.99	453.531	332.666	202.989	363.766	434.277	513.154	320.123	286.599	208.972	563.749	1138.65	215.99	355.983	422.963	422.877	481.808	336.348	342.177	507.942	538.546	410.969	240.91	527.092	516.426	184.174	223.212	593.316	405.077	229.776	410.852	349.324	425.183	321.859	495.094	508.672	279.955	341.755	353.018	363.69	278.889	254.498	378.295	268.341	256.123	127.889	191.482	176.744	491.884	99.7094	334.017	443.352	575.052	248.883	281.184	239.772	383.562	465.562
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.7219	0	0	0	0	0	0	0	0	0	0	0	0	0
ORNDEG-PWY: superpathway of ornithine degradation	1.23168	1.39902	0	3.90953	0	0	2.97001	0	0	0	0	0	0	0	0	5.30509	15.9597	0	0	0	0	0	0	0	12.123	0	0	40.528	10.3868	380.083	0	0	10.1697	67.8803	80.4583	0	0	181.585	0	0	0	0	0	7.14478	0	2.50167	4.28404	5.29574	41.2242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213.754	0	0	0	0	2.16917	10.3598	9.6667	11.2189	8.51573	9.92154	3.79055	0	0
